id,game_id,year,team_id,goals,result_id
703,8117,2012,12,3,1
704,8133,2012,12,5,1
705,8169,2011,12,3,1
706,8187,2011,12,0,2
707,8200,2011,12,5,1
708,8256,2011,12,4,1
709,8262,2011,12,5,4
710,8276,2011,12,5,2
711,8289,2011,12,2,2
712,8312,2011,12,1,2
713,8404,2011,12,1,2
714,8422,2011,12,7,1
715,8495,2011,12,3,1
716,8505,2011,12,2,2
717,8547,2011,12,4,1
718,8586,2011,12,3,1
719,8606,2011,12,5,1
720,8622,2011,12,1,2
721,8676,2011,12,5,1
722,8704,2011,12,3,1
723,8727,2011,12,2,2
724,8752,2011,12,4,2
725,8838,2011,12,0,2
726,8854,2011,12,7,1
727,8874,2011,12,3,1
728,8889,2011,12,4,1
729,8930,2011,12,3,2
730,8940,2011,12,3,1
731,8954,2011,12,5,1
732,8968,2011,12,4,3
733,9002,2011,12,4,1
734,9031,2011,12,4,1
735,9040,2011,12,1,2
736,9065,2011,12,3,2
737,9079,2011,12,1,1
738,9114,2011,12,4,1
739,9129,2011,12,3,1
740,9169,2011,12,3,2
741,9188,2011,12,3,2
742,9202,2011,12,5,1
743,9292,2011,12,2,2
744,9341,2011,12,6,1
745,9363,2011,12,2,3
746,9377,2010,12,5,1
747,9402,2010,12,4,1
748,9423,2010,12,2,2
749,9463,2010,12,5,1
750,9484,2010,12,6,1
751,9507,2010,12,5,1
752,9532,2010,12,2,2
753,9556,2010,12,1,2
754,9603,2010,12,3,1
755,9664,2010,12,2,2
756,9677,2010,12,1,2
757,9715,2010,12,2,1
758,9819,2010,12,3,1
759,9834,2010,12,1,3
760,9879,2010,12,2,1
761,9896,2010,12,3,2
762,9922,2010,12,1,2
763,9945,2010,12,1,2
764,9966,2010,12,2,1
765,9975,2010,12,2,1
766,9987,2010,12,3,1
767,10032,2010,12,2,2
768,10051,2010,12,2,2
769,10065,2010,12,1,2
770,10080,2010,12,0,2
771,10121,2010,12,1,2
772,10150,2010,12,0,2
773,10184,2010,12,6,1
774,10198,2010,12,0,2
775,10213,2010,12,4,1
776,10267,2010,12,1,2
777,10282,2010,12,3,1
778,10312,2010,12,0,2
779,10326,2010,12,5,1
780,10367,2010,12,2,1
781,10401,2010,12,1,2
782,10430,2010,12,4,1
783,10456,2010,12,3,1
784,10518,2010,12,2,1
785,10560,2010,12,1,2
786,10575,2010,12,1,2
787,10621,2009,12,4,3
788,10645,2009,12,5,1
789,10664,2009,12,3,2
790,10689,2009,12,2,1
791,10732,2009,12,3,1
792,10742,2009,12,3,1
793,10776,2009,12,2,2
794,10788,2009,12,7,1
795,10820,2009,12,4,1
796,10869,2009,12,4,1
797,10892,2009,12,2,2
798,10911,2009,12,6,1
799,10941,2009,12,3,1
800,10960,2009,12,1,2
801,11029,2009,12,2,2
802,11075,2009,12,2,3
803,11100,2009,12,4,1
804,11124,2009,12,6,1
805,11138,2009,12,2,1
806,11154,2009,12,6,1
807,11194,2009,12,5,1
808,11204,2009,12,5,1
809,11238,2009,12,3,1
810,11268,2009,12,3,2
811,11297,2009,12,5,4
812,11318,2009,12,5,1
813,11331,2009,12,3,1
814,11369,2009,12,2,2
815,11384,2009,12,1,2
816,11398,2009,12,6,1
817,11453,2009,12,3,2
818,11501,2009,12,4,1
819,11523,2009,12,4,1
820,11539,2009,12,6,2
821,11659,2009,12,2,1
822,11671,2009,12,2,2
823,11690,2009,12,5,1
824,11722,2009,12,3,1
825,11739,2009,12,1,2
826,11787,2009,12,4,1
827,11822,2009,12,4,1
828,11842,2008,12,2,2
829,11856,2008,12,3,3
830,11926,2008,12,4,1
831,11938,2008,12,4,1
832,11953,2008,12,1,2
833,11962,2008,12,5,1
834,11976,2008,12,2,3
835,11998,2008,12,5,1
836,12009,2008,12,1,2
837,12058,2008,12,2,2
838,12071,2008,12,2,2
839,12089,2008,12,3,1
840,12132,2008,12,4,1
841,12146,2008,12,1,2
842,12193,2008,12,1,2
843,12207,2008,12,3,3
844,12227,2008,12,3,1
845,12242,2008,12,2,2
846,12348,2008,12,2,3
847,12364,2008,12,0,3
848,12396,2008,12,5,1
849,12414,2008,12,2,1
850,12425,2008,12,4,1
851,12464,2008,12,1,2
852,12488,2008,12,4,2
853,12535,2008,12,6,1
854,12563,2008,12,2,1
855,12601,2008,12,5,1
856,12621,2008,12,1,2
857,12639,2008,12,4,4
858,12653,2008,12,1,2
859,12668,2008,12,4,1
860,12762,2008,12,1,1
861,12787,2008,12,2,3
862,12834,2008,12,1,1
863,12860,2008,12,1,3
864,12881,2008,12,7,1
865,12946,2008,12,2,1
866,12960,2008,12,5,1
867,12977,2008,12,3,1
868,13006,2008,12,1,2
869,2,2018,3,5,1
870,36,2018,3,3,4
871,43,2018,3,3,1
872,53,2018,3,2,2
873,74,2018,3,1,2
874,100,2018,3,4,1
875,120,2018,3,2,3
876,149,2018,3,2,1
877,229,2018,3,3,1
878,266,2018,3,4,2
879,279,2018,3,4,1
880,302,2018,3,4,1
881,400,2018,3,1,3
882,421,2018,3,4,1
883,448,2018,3,6,1
