id,year,away_id,home_id
133,2008,3,15
134,2008,31,21
135,2008,29,17
136,2008,30,24
137,2008,9,25
138,2008,19,23
139,2008,12,20
140,2008,5,13
141,2008,1,11
142,2008,28,32
143,2008,26,22
144,2008,6,7
145,2008,12,4
146,2008,28,15
147,2008,30,2
148,2008,21,17
149,2008,27,9
150,2008,22,24
151,2008,13,14
152,2008,19,25
153,2008,29,8
154,2008,5,23
155,2008,7,3
156,2008,26,20
157,2008,21,10
158,2008,31,1
159,2008,32,6
160,2008,28,29
161,2008,20,25
162,2008,7,19
163,2008,24,11
164,2008,32,21
165,2008,23,31
166,2008,30,5
167,2008,8,3
168,2008,2,29
169,2008,13,22
170,2008,15,17
171,2008,20,9
172,2008,15,10
173,2008,26,4
174,2008,32,11
175,2008,23,1
176,2008,3,31
177,2008,12,5
178,2008,20,14
179,2008,7,25
180,2008,30,27
181,2008,24,6
182,2008,22,26
183,2008,8,29
184,2008,24,21
185,2008,19,9
186,2008,17,28
187,2008,12,7
188,2008,22,13
189,2008,6,1
190,2008,28,17
191,2008,11,31
192,2008,19,5
193,2008,23,14
194,2008,9,25
195,2008,4,27
196,2008,10,8
197,2008,2,3
198,2008,30,20
199,2008,27,4
200,2008,3,15
201,2008,24,2
202,2008,29,10
203,2008,7,13
204,2008,11,1
205,2008,20,22
206,2008,21,31
207,2008,26,5
208,2008,23,9
209,2008,12,25
210,2008,7,30
211,2008,25,14
212,2008,19,27
213,2008,8,10
214,2008,4,26
215,2008,15,2
216,2008,21,1
217,2008,24,32
218,2008,12,23
219,2008,29,28
220,2008,22,20
221,2008,5,4
222,2008,20,13
223,2008,6,11
224,2008,12,9
225,2008,23,25
226,2008,7,27
227,2008,29,8
228,2008,28,10
229,2008,19,26
230,2008,3,2
231,2008,15,32
232,2008,30,22
233,2008,1,6
234,2008,13,30
235,2008,26,4
236,2008,21,11
237,2008,29,17
238,2008,15,24
239,2008,9,14
240,2008,5,27
241,2008,23,12
242,2008,8,28
243,2008,25,19
244,2008,20,7
245,2008,32,2
246,2008,31,1
247,2008,24,15
248,2008,13,22
249,2008,14,12
250,2008,9,23
251,2008,8,28
252,2008,17,10
253,2008,22,30
254,2008,31,11
255,2008,32,3
256,2008,5,19
257,2008,2,15
258,2008,28,29
259,2008,25,9
260,2008,13,20
261,2008,21,6
262,2008,19,4
263,2008,31,21
264,2008,7,22
265,2008,10,17
266,2008,2,24
267,2008,26,27
268,2008,25,12
269,2008,28,8
270,2008,14,23
271,2008,5,26
272,2008,30,13
273,2008,1,29
274,2008,14,9
275,2008,15,3
276,2008,7,20
277,2008,31,6
278,2008,22,13
279,2008,2,32
280,2008,11,21
281,2008,8,17
282,2008,4,5
283,2008,3,24
284,2008,9,12
285,2008,25,23
286,2008,10,28
287,2008,27,19
288,2008,32,15
289,2008,1,31
290,2008,11,6
291,2008,20,30
292,2008,17,29
293,2008,27,5
294,2008,14,25
295,2008,24,3
296,2008,22,7
297,2008,1,11
298,2008,6,21
299,2008,4,19
300,2008,27,26
301,2008,12,13
302,2008,22,15
303,2008,10,29
304,2008,3,32
305,2008,6,31
306,2008,5,14
307,2008,17,8
308,2008,9,23
309,2008,25,20
310,2008,30,7
311,2008,2,11
312,2008,1,21
313,2008,32,24
314,2008,23,27
315,2008,8,10
316,2008,9,30
317,2008,14,4
318,2008,5,26
319,2008,20,13
320,2008,19,29
321,2008,25,22
322,2008,15,31
323,2008,7,12
324,2008,6,3
325,2008,32,15
326,2008,11,1
327,2008,2,21
328,2008,26,5
329,2008,31,24
330,2008,4,14
331,2008,12,27
332,2008,19,8
333,2008,30,23
334,2008,17,28
335,2008,9,20
336,2008,13,7
337,2008,17,10
338,2008,29,25
339,2008,11,3
340,2008,2,6
341,2008,15,21
342,2008,29,14
343,2008,4,12
344,2008,26,7
345,2008,11,32
346,2008,5,19
347,2008,10,6
348,2008,3,26
349,2008,12,13
350,2008,20,2
351,2008,21,1
352,2008,8,31
353,2008,29,9
354,2008,27,14
355,2008,17,28
356,2008,22,7
357,2008,19,30
358,2008,10,11
359,2008,20,32
360,2008,4,22
361,2008,14,25
362,2008,24,27
363,2008,15,6
364,2008,7,13
365,2008,8,2
366,2008,10,21
367,2008,3,31
368,2008,5,9
369,2008,29,23
370,2008,1,28
371,2008,13,26
372,2008,15,11
373,2008,8,32
374,2008,7,22
375,2008,1,17
376,2008,24,5
377,2008,30,14
378,2008,25,27
379,2008,29,12
380,2008,2,3
381,2008,4,20
382,2008,23,19
383,2008,21,10
384,2008,6,31
385,2008,30,9
386,2008,29,15
387,2008,28,1
388,2008,21,17
389,2008,4,14
390,2008,13,25
391,2008,8,23
392,2008,3,11
393,2008,32,5
394,2008,27,20
395,2008,24,19
396,2008,26,10
397,2008,14,30
398,2008,1,15
399,2008,6,2
400,2008,28,29
401,2008,23,21
402,2008,27,22
403,2008,12,31
404,2008,4,9
405,2008,17,8
406,2008,5,4
407,2008,23,11
408,2008,26,17
409,2008,6,24
410,2008,19,25
411,2008,13,20
412,2008,25,30
413,2008,10,2
414,2008,12,1
415,2008,27,29
416,2008,31,32
417,2008,3,21
418,2008,14,22
419,2008,7,9
420,2008,28,8
421,2008,31,15
422,2008,8,17
423,2008,13,5
424,2008,10,24
425,2008,26,28
426,2008,14,20
427,2008,4,19
428,2008,23,6
429,2008,30,7
430,2008,11,2
431,2008,3,1
432,2008,13,32
433,2008,9,25
434,2008,4,26
435,2008,10,15
436,2008,21,29
437,2008,6,17
438,2008,32,24
439,2008,20,19
440,2008,9,7
441,2008,11,22
442,2008,20,5
443,2008,23,12
444,2008,31,28
445,2008,21,3
446,2008,6,10
447,2008,4,30
448,2008,14,26
449,2008,27,13
450,2008,1,15
451,2008,17,2
452,2008,25,7
453,2008,9,4
454,2008,17,29
455,2008,21,32
456,2008,1,24
457,2008,8,14
458,2008,5,12
459,2008,27,23
460,2008,6,28
461,2008,22,3
462,2008,11,20
463,2008,31,10
464,2008,19,30
465,2008,11,13
466,2008,26,7
467,2008,15,4
468,2008,2,26
469,2008,24,1
470,2008,22,32
471,2008,6,21
472,2008,31,17
473,2008,19,5
474,2008,8,9
475,2008,23,14
476,2008,30,27
477,2008,13,12
478,2008,29,28
479,2008,7,20
480,2008,28,10
481,2008,22,2
482,2008,12,9
483,2008,8,25
484,2008,11,3
485,2008,7,32
486,2008,1,17
487,2008,20,30
488,2008,27,4
489,2008,19,13
490,2008,11,15
491,2008,29,21
492,2008,24,31
493,2008,22,5
494,2008,23,25
495,2008,8,12
496,2008,10,28
497,2008,9,6
498,2008,1,10
499,2008,24,2
500,2008,17,32
501,2008,26,14
502,2008,27,30
503,2008,23,4
504,2008,13,22
505,2008,25,31
506,2008,8,28
507,2008,32,3
508,2008,19,20
509,2008,29,6
510,2008,5,7
511,2008,12,26
512,2008,17,15
513,2008,29,11
514,2008,25,1
515,2008,9,21
516,2008,14,23
517,2008,5,30
518,2008,3,4
519,2008,19,22
520,2008,32,31
521,2008,17,24
522,2008,7,14
523,2008,2,27
524,2008,26,12
525,2008,6,8
526,2008,10,28
527,2008,13,20
528,2008,24,15
529,2008,9,11
530,2008,21,2
531,2008,6,1
532,2008,5,29
533,2008,27,25
534,2008,4,23
535,2008,30,3
536,2008,27,26
537,2008,30,15
538,2008,24,2
539,2008,31,29
540,2008,28,17
541,2008,19,14
542,2008,13,25
543,2008,32,3
544,2008,20,7
545,2008,22,30
546,2008,32,1
547,2008,10,21
548,2008,15,24
549,2008,14,27
550,2008,19,12
551,2008,31,8
552,2008,7,23
553,2008,5,20
554,2008,11,6
555,2008,4,13
556,2008,5,22
557,2008,26,9
558,2008,28,3
559,2008,4,30
560,2008,13,15
561,2008,10,11
562,2008,17,1
563,2008,3,29
564,2008,21,31
565,2008,28,24
566,2008,9,14
567,2008,7,27
568,2008,32,8
569,2008,26,23
570,2008,12,20
571,2008,25,19
572,2008,17,2
573,2008,12,22
574,2008,5,25
575,2008,10,6
576,2008,30,4
577,2008,14,13
578,2008,21,15
579,2008,6,11
580,2008,24,29
581,2008,3,32
582,2008,28,31
583,2008,1,8
584,2008,23,26
585,2008,2,17
586,2008,20,19
587,2008,27,7
588,2008,15,10
589,2008,30,13
590,2008,25,11
591,2008,8,1
592,2008,29,32
593,2008,22,9
594,2008,21,3
595,2008,7,4
596,2008,15,17
597,2008,29,31
598,2008,20,5
599,2008,21,24
600,2008,22,14
601,2008,2,8
602,2008,19,23
603,2008,11,28
604,2008,25,6
605,2008,2,10
606,2008,13,30
607,2008,27,26
608,2008,12,9
609,2008,9,4
610,2008,14,1
611,2008,32,29
612,2008,25,21
613,2008,11,17
614,2008,7,5
615,2008,31,24
616,2008,20,27
617,2008,10,8
618,2008,22,23
619,2008,15,28
620,2008,13,3
621,2008,12,19
622,2008,26,30
623,2008,32,2
624,2008,24,10
625,2008,31,29
626,2008,14,21
627,2008,12,30
628,2008,13,4
629,2008,8,11
630,2008,1,32
631,2008,23,22
632,2008,24,17
633,2008,2,5
634,2008,26,9
635,2008,20,25
636,2008,15,3
637,2008,14,6
638,2008,19,10
639,2008,29,2
640,2008,1,7
641,2008,22,30
642,2008,5,4
643,2008,9,13
644,2008,31,32
645,2008,8,21
646,2008,19,17
647,2008,12,25
648,2008,26,27
649,2008,6,28
650,2008,29,3
651,2008,23,20
652,2008,3,15
653,2008,14,11
654,2008,31,2
655,2008,8,6
656,2008,23,30
657,2008,9,26
658,2008,1,13
659,2008,24,15
660,2008,20,22
661,2008,29,17
662,2008,5,25
663,2008,32,27
664,2008,4,12
665,2008,19,28
666,2008,28,10
667,2008,11,21
668,2008,1,22
669,2008,8,31
670,2008,2,24
671,2008,14,27
672,2008,6,3
673,2008,12,7
674,2008,25,23
675,2008,29,10
676,2008,6,15
677,2008,30,32
678,2008,17,21
679,2008,11,24
680,2008,5,14
681,2008,28,8
682,2008,1,20
683,2008,13,19
684,2008,27,7
685,2008,3,2
686,2008,11,31
687,2008,14,9
688,2008,26,25
689,2008,22,12
690,2008,5,30
691,2008,19,4
692,2008,6,32
693,2008,10,24
694,2008,13,27
695,2008,15,8
696,2008,29,28
697,2008,21,7
698,2008,30,26
699,2008,21,13
700,2008,17,11
701,2008,2,1
702,2008,10,31
703,2008,22,9
704,2008,20,23
705,2008,25,4
706,2008,15,29
707,2008,23,5
708,2008,12,14
709,2008,20,27
710,2008,2,8
711,2008,32,28
712,2008,24,3
713,2008,26,19
714,2008,17,6
715,2008,22,7
716,2008,21,30
717,2008,15,1
718,2008,10,29
719,2008,19,9
720,2008,4,25
721,2008,27,12
722,2008,3,24
723,2008,13,14
724,2008,26,8
725,2008,7,23
726,2008,31,6
727,2008,14,13
728,2008,31,11
729,2008,24,1
730,2008,15,29
731,2008,27,22
732,2008,32,17
733,2008,4,5
734,2008,30,25
735,2008,9,12
736,2008,2,28
737,2008,21,20
738,2008,32,10
739,2008,7,19
740,2008,3,6
741,2008,14,4
742,2008,15,2
743,2008,31,1
744,2008,26,29
745,2008,21,22
746,2008,10,17
747,2008,5,9
748,2008,30,25
749,2008,23,12
750,2008,24,8
751,2008,3,28
752,2008,27,20
753,2008,19,7
754,2008,24,4
755,2008,25,13
756,2008,8,15
757,2008,28,21
758,2008,7,5
759,2008,23,9
760,2008,27,14
761,2008,17,12
762,2008,26,20
763,2008,3,19
764,2008,29,6
765,2008,23,30
766,2008,28,11
767,2008,2,1
768,2008,8,32
769,2008,26,22
770,2008,10,31
771,2008,19,13
772,2008,15,24
773,2008,17,14
774,2008,4,27
775,2008,25,12
776,2008,6,20
777,2008,5,7
778,2008,26,30
779,2008,1,32
780,2008,29,21
781,2008,6,22
782,2008,25,9
783,2008,10,3
784,2008,32,4
785,2008,31,15
786,2008,29,11
787,2008,14,5
788,2008,17,9
789,2008,8,24
790,2008,10,12
791,2008,13,23
792,2008,2,28
793,2008,1,3
794,2008,22,20
795,2008,27,19
796,2008,30,7
797,2008,25,5
798,2008,8,1
799,2008,11,21
800,2008,23,9
801,2008,12,30
802,2008,26,4
803,2008,7,15
804,2008,8,11
805,2008,6,29
806,2008,32,31
807,2008,27,5
808,2008,13,24
809,2008,10,14
810,2008,17,25
811,2008,20,3
812,2008,22,19
813,2008,9,26
814,2008,2,21
815,2008,7,12
816,2008,1,28
817,2008,6,30
818,2008,2,11
819,2008,17,32
820,2008,29,31
821,2008,19,5
822,2008,20,24
823,2008,10,25
824,2008,22,27
825,2008,15,8
826,2008,14,23
827,2008,4,26
828,2008,10,9
829,2008,15,28
830,2008,13,7
831,2008,20,30
832,2008,22,4
833,2008,21,11
834,2008,3,29
835,2008,14,31
836,2008,13,9
837,2008,5,27
838,2008,25,12
839,2008,17,23
840,2008,24,28
841,2008,32,19
842,2008,1,6
843,2008,22,26
844,2008,17,15
845,2008,10,32
846,2008,24,8
847,2008,12,23
848,2008,31,3
849,2008,2,6
850,2008,25,7
851,2008,8,29
852,2008,13,4
853,2008,10,1
854,2008,31,21
855,2008,32,24
856,2008,12,14
857,2008,26,27
858,2008,11,28
859,2008,17,3
860,2008,5,20
861,2008,7,30
862,2008,19,26
863,2008,2,15
864,2008,5,22
865,2008,27,9
866,2008,4,23
867,2008,23,13
868,2008,3,1
869,2008,2,24
870,2008,20,12
871,2008,29,8
872,2008,21,28
873,2008,14,19
874,2008,31,6
875,2008,29,10
876,2008,15,32
877,2008,7,22
878,2008,11,17
879,2008,30,9
880,2008,22,13
881,2008,12,5
882,2008,3,24
883,2008,30,14
884,2008,26,25
885,2008,9,27
886,2008,17,8
887,2008,7,20
888,2008,4,19
889,2008,21,6
890,2008,11,10
891,2008,23,26
892,2008,1,2
893,2008,32,29
894,2008,24,31
895,2008,28,25
896,2008,5,12
897,2008,15,3
898,2008,32,1
899,2008,8,17
900,2008,13,9
901,2008,28,14
902,2008,4,13
903,2008,6,31
904,2008,25,5
905,2008,21,24
906,2008,12,27
907,2008,11,8
908,2008,22,23
909,2008,2,3
910,2008,15,19
911,2008,1,10
912,2008,20,26
913,2008,31,2
914,2008,11,29
915,2008,28,9
916,2008,14,7
917,2008,30,13
918,2008,4,22
919,2008,3,17
920,2008,23,5
921,2008,6,24
922,2008,20,14
923,2008,15,27
924,2008,28,12
925,2008,26,19
926,2008,3,10
927,2008,32,11
928,2008,21,29
929,2008,1,8
930,2008,25,26
931,2008,7,13
932,2008,2,17
933,2008,15,5
934,2008,14,9
935,2008,29,24
936,2008,22,12
937,2008,27,23
938,2008,4,20
939,2008,30,19
940,2008,32,6
941,2008,2,10
942,2008,1,21
943,2008,11,31
944,2008,22,25
945,2008,3,8
946,2008,28,23
947,2008,9,7
948,2008,12,26
949,2008,19,27
950,2008,27,4
951,2008,9,13
952,2008,1,11
953,2008,32,21
954,2008,30,5
955,2008,23,14
956,2008,29,3
957,2008,31,7
958,2008,24,26
959,2008,28,15
960,2008,8,2
961,2008,19,22
962,2008,31,20
963,2008,1,6
964,2008,14,30
965,2008,23,4
966,2008,25,13
967,2008,2,29
968,2008,17,21
969,2008,27,12
970,2008,8,3
971,2008,11,10
972,2008,5,26
973,2008,28,32
974,2008,31,22
975,2008,7,9
976,2008,19,20
977,2008,15,6
978,2008,30,4
979,2008,20,13
980,2008,17,1
981,2008,24,29
982,2008,9,5
983,2008,12,14
984,2008,23,27
985,2008,11,8
986,2008,28,3
987,2008,19,7
988,2008,32,26
989,2008,6,2
990,2008,15,21
991,2008,17,31
992,2008,22,14
993,2008,12,25
994,2008,30,23
995,2008,27,10
996,2008,5,28
997,2008,4,7
998,2008,22,4
999,2008,15,11
1000,2008,6,1
1001,2008,24,21
1002,2008,2,31
1003,2008,14,25
1004,2008,26,12
1005,2008,17,3
1006,2008,23,20
1007,2008,9,19
1008,2008,13,30
1009,2008,7,26
1010,2008,10,2
1011,2008,8,29
1012,2008,3,32
1013,2008,27,28
1014,2008,19,4
1015,2008,31,13
1016,2008,10,1
1017,2008,23,22
1018,2008,27,17
1019,2008,25,14
1020,2008,20,12
1021,2008,5,8
1022,2008,24,6
1023,2008,31,30
1024,2008,21,15
1025,2008,24,11
1026,2008,28,2
1027,2008,20,9
1028,2008,7,4
1029,2008,26,13
1030,2008,29,1
1031,2008,30,22
1032,2008,5,17
1033,2008,14,12
1034,2008,27,8
1035,2008,9,19
1036,2008,3,6
1037,2008,5,10
1038,2008,20,15
1039,2008,21,2
1040,2008,1,29
1041,2008,24,32
1042,2008,28,31
1043,2008,4,25
1044,2008,23,7
1045,2008,25,26
1046,2008,3,11
1047,2008,6,17
1048,2008,1,30
1049,2008,2,32
1050,2008,3,21
1051,2008,9,5
1052,2008,28,24
1053,2008,4,27
1054,2008,10,8
1055,2008,14,20
1056,2008,12,19
1057,2008,6,10
1058,2008,13,2
1059,2008,14,22
1060,2008,19,12
1061,2008,26,23
1062,2008,11,7
1063,2008,11,30
1064,2008,20,4
1065,2008,21,1
1066,2008,29,32
1067,2008,9,31
1068,2008,27,5
1069,2008,17,24
1070,2008,6,8
1071,2008,13,26
1072,2008,2,15
1073,2008,25,22
1074,2008,3,28
1075,2008,30,7
1076,2008,3,10
1077,2008,12,4
1078,2008,9,1
1079,2008,6,29
1080,2008,24,32
1081,2008,17,31
1082,2008,14,5
1083,2008,21,8
1084,2008,25,20
1085,2008,26,19
1086,2008,27,13
1087,2008,32,15
1088,2008,11,2
1089,2008,30,22
1090,2008,12,23
1091,2008,21,28
1092,2008,4,7
1093,2008,1,31
1094,2008,8,6
1095,2008,11,15
1096,2008,8,21
1097,2008,28,17
1098,2008,3,5
1099,2008,7,24
1100,2008,19,14
1101,2008,23,25
1102,2008,30,12
1103,2008,13,30
1104,2008,20,26
1105,2008,7,2
1106,2008,10,29
1107,2008,15,32
1108,2008,25,9
1109,2008,31,28
1110,2008,5,4
1111,2008,1,11
1112,2008,6,21
1113,2008,13,22
1114,2008,32,24
1115,2008,3,27
1116,2008,17,8
1117,2008,20,23
1118,2008,7,30
1119,2008,19,26
1120,2008,14,9
1121,2008,25,12
1122,2008,10,28
1123,2008,31,6
1124,2008,32,15
1125,2008,31,11
1126,2008,17,29
1127,2008,1,21
1128,2008,20,22
1129,2008,4,5
1130,2008,2,24
1131,2008,19,27
1132,2008,10,8
1133,2008,9,23
1134,2008,3,2
1135,2008,14,12
1136,2008,11,1
1137,2008,31,21
1138,2008,27,5
1139,2008,23,14
1140,2008,27,26
1141,2008,7,13
1142,2008,6,11
1143,2008,23,9
1144,2008,15,24
1145,2008,12,25
1146,2008,28,8
1147,2008,32,3
1148,2008,22,20
1149,2008,4,19
1150,2008,17,10
1151,2008,2,15
1152,2008,6,1
1153,2008,21,31
1154,2008,19,4
1155,2008,30,22
1156,2008,8,17
1157,2008,9,25
1158,2008,26,27
1159,2008,14,23
1160,2008,29,28
1161,2008,7,20
1162,2008,28,10
1163,2008,5,26
1164,2008,30,13
1165,2008,24,15
1166,2008,21,1
1167,2008,3,32
1168,2008,6,31
1169,2008,12,9
1170,2008,27,4
1171,2008,21,11
1172,2008,7,22
1173,2008,29,17
1174,2008,12,14
1175,2008,2,3
1176,2008,13,20
1177,2008,5,19
1178,2008,29,10
1179,2008,4,26
1180,2008,15,2
1181,2008,24,32
1182,2008,1,31
1183,2008,25,23
1184,2008,8,28
1185,2008,11,6
1186,2008,23,25
1187,2008,30,20
1188,2008,22,30
1189,2008,11,21
1190,2008,9,14
1191,2008,5,27
1192,2008,17,28
1193,2008,24,3
1194,2008,26,19
1195,2008,1,6
1196,2008,13,7
1197,2008,20,13
1198,2008,32,2
1199,2008,4,9
1200,2008,12,23
1201,2008,15,32
1202,2008,28,17
1203,2008,11,31
1204,2008,26,5
1205,2008,3,24
1206,2008,25,14
1207,2008,29,8
1208,2008,27,19
1209,2008,21,6
1210,2008,20,7
1211,2008,22,13
1212,2008,24,2
1213,2008,8,29
1214,2008,14,25
1215,2008,4,27
1216,2008,9,12
1217,2008,20,30
1218,2008,26,4
1219,2008,10,17
1220,2008,19,5
1221,2008,15,3
1222,2008,11,6
1223,2008,22,7
1224,2008,8,10
1225,2008,3,15
1226,2008,31,1
1227,2008,28,29
1228,2008,2,32
1229,2008,25,9
1230,2008,23,12
1231,2009,23,27
1232,2009,25,20
1233,2009,20,25
1234,2009,27,23
1235,2009,4,1
1236,2009,19,32
1237,2009,10,28
1238,2009,11,6
1239,2009,7,30
1240,2009,5,26
1241,2009,22,13
1242,2009,15,29
1243,2009,14,9
1244,2009,2,25
1245,2009,24,3
1246,2009,6,11
1247,2009,30,22
1248,2009,4,31
1249,2009,29,24
1250,2009,3,14
1251,2009,32,27
1252,2009,25,12
1253,2009,15,8
1254,2009,9,23
1255,2009,17,28
1256,2009,13,20
1257,2009,5,19
1258,2009,2,7
1259,2009,8,10
1260,2009,1,21
1261,2009,28,17
1262,2009,32,13
1263,2009,24,2
1264,2009,26,14
1265,2009,9,25
1266,2009,5,12
1267,2009,3,19
1268,2009,6,7
1269,2009,31,30
1270,2009,1,11
1271,2009,10,17
1272,2009,12,23
1273,2009,15,28
1274,2009,21,10
1275,2009,8,2
1276,2009,24,29
1277,2009,4,5
1278,2009,26,25
1279,2009,9,30
1280,2009,12,1
1281,2009,6,32
1282,2009,31,22
1283,2009,7,23
1284,2009,29,3
1285,2009,14,20
1286,2009,28,10
1287,2009,6,26
1288,2009,24,15
1289,2009,21,11
1290,2009,13,17
1291,2009,19,25
1292,2009,8,27
1293,2009,26,30
1294,2009,1,29
1295,2009,25,32
1296,2009,11,21
1297,2009,14,22
1298,2009,8,5
1299,2009,15,24
1300,2009,4,27
1301,2009,19,23
1302,2009,12,28
1303,2009,2,3
1304,2009,31,20
1305,2009,9,7
1306,2009,13,10
1307,2009,6,2
1308,2009,23,4
1309,2009,1,17
1310,2009,22,5
1311,2009,29,25
1312,2009,4,26
1313,2009,6,15
1314,2009,7,11
1315,2009,30,20
1316,2009,10,19
1317,2009,21,2
1318,2009,29,9
1319,2009,22,27
1320,2009,28,12
1321,2009,32,3
1322,2009,19,4
1323,2009,21,1
1324,2009,26,31
1325,2009,11,24
1326,2009,29,14
1327,2009,7,8
1328,2009,13,23
1329,2009,25,15
1330,2009,30,32
1331,2009,28,22
1332,2009,12,9
1333,2009,10,27
1334,2009,17,3
1335,2009,30,4
1336,2009,32,2
1337,2009,26,1
1338,2009,7,29
1339,2009,15,31
1340,2009,10,5
1341,2009,17,24
1342,2009,13,14
1343,2009,23,25
1344,2009,9,12
1345,2009,11,8
1346,2009,22,3
1347,2009,28,20
1348,2009,27,19
1349,2009,21,6
1350,2009,27,26
1351,2009,10,15
1352,2009,4,21
1353,2009,32,17
1354,2009,2,31
1355,2009,25,14
1356,2009,12,30
1357,2009,1,11
1358,2009,13,5
1359,2009,23,28
1360,2009,20,19
1361,2009,4,6
1362,2009,24,7
1363,2009,32,10
1364,2009,31,29
1365,2009,19,9
1366,2009,20,26
1367,2009,4,11
1368,2009,15,1
1369,2009,27,22
1370,2009,6,17
1371,2009,5,31
1372,2009,21,24
1373,2009,30,25
1374,2009,14,12
1375,2009,23,8
1376,2009,32,28
1377,2009,13,3
1378,2009,6,10
1379,2009,29,2
1380,2009,29,4
1381,2009,7,26
1382,2009,21,13
1383,2009,2,15
1384,2009,11,17
1385,2009,30,9
1386,2009,22,24
1387,2009,5,14
1388,2009,31,8
1389,2009,23,3
1390,2009,27,20
1391,2009,25,19
1392,2009,11,10
1393,2009,22,30
1394,2009,19,13
1395,2009,28,1
1396,2009,21,12
1397,2009,32,6
1398,2009,1,2
1399,2009,26,9
1400,2009,15,14
1401,2009,8,11
1402,2009,10,17
1403,2009,14,25
1404,2009,7,27
1405,2009,31,28
1406,2009,13,19
1407,2009,24,6
1408,2009,3,10
1409,2009,21,15
1410,2009,20,9
1411,2009,14,30
1412,2009,19,4
1413,2009,24,11
1414,2009,31,1
1415,2009,22,17
1416,2009,20,25
1417,2009,12,27
1418,2009,21,23
1419,2009,3,28
1420,2009,8,6
1421,2009,13,7
1422,2009,29,10
1423,2009,30,26
1424,2009,27,13
1425,2009,5,15
1426,2009,26,4
1427,2009,11,15
1428,2009,24,1
1429,2009,9,32
1430,2009,3,17
1431,2009,23,14
1432,2009,20,12
1433,2009,22,8
1434,2009,29,28
1435,2009,5,19
1436,2009,31,6
1437,2009,25,7
1438,2009,22,10
1439,2009,30,13
1440,2009,11,2
1441,2009,21,9
1442,2009,28,8
1443,2009,21,25
1444,2009,20,7
1445,2009,19,11
1446,2009,23,32
1447,2009,29,17
1448,2009,27,5
1449,2009,12,14
1450,2009,24,28
1451,2009,3,26
1452,2009,7,13
1453,2009,8,15
1454,2009,4,2
1455,2009,20,22
1456,2009,25,9
1457,2009,1,6
1458,2009,5,4
1459,2009,17,29
1460,2009,19,21
1461,2009,8,31
1462,2009,14,27
1463,2009,12,23
1464,2009,11,28
1465,2009,32,20
1466,2009,24,10
1467,2009,13,30
1468,2009,15,26
1469,2009,3,2
1470,2009,32,22
1471,2009,9,7
1472,2009,1,21
1473,2009,24,17
1474,2009,15,31
1475,2009,12,5
1476,2009,7,9
1477,2009,27,14
1478,2009,4,25
1479,2009,29,8
1480,2009,26,23
1481,2009,19,6
1482,2009,17,10
1483,2009,20,13
1484,2009,28,2
1485,2009,30,12
1486,2009,5,3
1487,2009,21,32
1488,2009,28,24
1489,2009,6,14
1490,2009,27,25
1491,2009,4,19
1492,2009,5,13
1493,2009,21,15
1494,2009,1,11
1495,2009,2,8
1496,2009,31,23
1497,2009,22,20
