id,game_id,year,team_id,goals,result_id
22141,163,2008,11,5,1
22572,163,2008,24,1,2
20403,164,2008,21,1,2
15630,164,2008,31,2,1
24742,165,2008,30,2,2
13023,165,2008,23,4,1
2174,166,2008,5,2,2
9987,167,2008,3,1,2
20835,167,2008,8,2,1
6080,168,2008,2,5,1
3043,168,2008,29,4,2
19103,169,2008,13,2,2
8251,169,2008,22,4,1
1310,170,2008,17,1,2
16496,170,2008,15,4,1
10851,171,2008,9,6,1
23440,171,2008,20,1,2
16497,172,2008,15,1,2
441,172,2008,10,2,4
17365,173,2008,26,3,3
14326,173,2008,4,4,1
22142,174,2008,11,1,2
15631,174,2008,31,4,1
13024,175,2008,23,2,2
7383,175,2008,1,3,1
9552,176,2008,3,3,1
24743,176,2008,30,2,2
4346,177,2008,12,2,2
2175,177,2008,5,5,1
12591,178,2008,14,4,1
23441,178,2008,20,0,2
11290,179,2008,7,0,2
18668,179,2008,25,2,1
3912,180,2008,27,6,1
15196,181,2008,6,0,2
22573,181,2008,24,3,1
7818,182,2008,22,4,1
17799,182,2008,26,2,2
3044,183,2008,29,0,2
20836,183,2008,8,5,1
20404,184,2008,21,1,2
22574,184,2008,24,4,1
10852,185,2008,9,3,1
8684,185,2008,19,2,2
5645,186,2008,28,2,2
872,186,2008,17,5,1
4347,187,2008,12,3,1
11723,187,2008,7,2,2
19535,188,2008,13,4,1
7819,188,2008,22,2,2
7384,189,2008,1,3,2
14762,189,2008,6,4,1
5217,190,2008,28,3,1
1311,190,2008,17,1,2
24744,191,2008,30,4,1
21704,191,2008,11,1,2
2176,192,2008,5,2,2
8685,192,2008,19,3,1
12592,193,2008,14,3,1
13025,193,2008,23,2,2
10425,194,2008,9,1,2
18669,194,2008,25,2,4
13894,195,2008,4,2,2
3913,195,2008,27,3,1
21272,196,2008,8,2,2
6,196,2008,10,5,1
6081,197,2008,2,3,1
9988,197,2008,3,2,2
23876,198,2008,20,4,2
14327,199,2008,4,1,2
3476,199,2008,27,2,4
16932,200,2008,15,3,1
9553,200,2008,3,0,2
22575,201,2008,24,5,1
6517,201,2008,2,2,2
442,202,2008,10,0,2
2610,202,2008,29,5,1
19536,203,2008,13,5,1
11291,203,2008,7,0,2
7385,204,2008,1,4,1
21705,204,2008,11,1,2
8252,205,2008,22,4,1
23442,205,2008,20,3,2
24745,206,2008,30,5,1
19971,206,2008,21,2,2
17366,207,2008,26,0,2
2177,207,2008,5,2,1
10853,208,2008,9,0,2
13026,208,2008,23,5,1
18670,209,2008,25,2,1
4348,209,2008,12,0,2
11292,210,2008,7,1,3
18233,211,2008,25,2,2
12593,211,2008,14,3,1
3914,212,2008,27,5,1
8686,212,2008,19,1,2
443,213,2008,10,5,3
20837,213,2008,8,6,1
13895,214,2008,4,1,3
17800,214,2008,26,2,1
6518,215,2008,2,5,1
16498,215,2008,15,2,2
7386,216,2008,1,4,4
19972,216,2008,21,3,2
16064,217,2008,31,3,4
22576,217,2008,24,2,2
13461,218,2008,23,1,2
4349,218,2008,12,3,1
5646,219,2008,28,1,2
2611,219,2008,29,3,1
23877,220,2008,20,3,1
7820,220,2008,22,1,2
14328,221,2008,4,1,2
1742,221,2008,5,2,1
23443,222,2008,20,5,1
19537,222,2008,13,1,2
14763,223,2008,6,3,1
22143,223,2008,11,2,2
10854,224,2008,9,4,1
4350,224,2008,12,1,2
13027,225,2008,23,2,2
18671,225,2008,25,4,1
3915,226,2008,27,1,2
11293,226,2008,7,4,1
21273,227,2008,8,5,1
2612,227,2008,29,2,2
5218,228,2008,28,2,2
444,228,2008,10,3,4
8687,229,2008,19,3,1
17801,229,2008,26,0,2
9554,230,2008,3,2,2
6519,230,2008,2,4,1
16499,231,2008,15,1,2
16065,231,2008,31,4,1
8253,232,2008,22,1,2
15197,233,2008,6,2,1
6950,233,2008,1,1,3
19104,234,2008,13,5,1
17367,235,2008,26,1,2
14329,235,2008,4,2,1
19973,236,2008,21,4,1
22144,236,2008,11,2,2
1312,237,2008,17,6,1
2613,237,2008,29,5,3
23008,238,2008,24,4,4
16500,238,2008,15,3,2
10426,239,2008,9,1,2
12594,239,2008,14,2,1
3916,240,2008,27,3,1
1743,240,2008,5,1,2
4778,241,2008,12,5,1
13028,241,2008,23,2,2
5647,242,2008,28,4,1
20838,242,2008,8,1,2
18234,243,2008,25,3,4
9123,243,2008,19,2,2
23444,244,2008,20,5,1
11724,244,2008,7,2,2
15632,245,2008,31,2,2
6520,245,2008,2,3,1
7387,246,2008,1,4,1
24311,246,2008,30,2,2
16933,247,2008,15,1,2
22577,247,2008,24,4,1
19105,248,2008,13,4,1
8254,248,2008,22,3,2
4779,249,2008,12,3,1
12156,249,2008,14,2,2
10427,250,2008,9,3,1
13462,250,2008,23,2,2
5648,251,2008,28,5,1
20839,251,2008,8,0,2
873,252,2008,17,3,2
445,252,2008,10,4,4
7821,253,2008,22,2,3
24312,254,2008,30,2,2
22145,254,2008,11,3,1
15633,255,2008,31,3,2
9989,255,2008,3,4,1
9124,256,2008,19,3,3
1744,256,2008,5,4,1
6082,257,2008,2,2,2
16934,257,2008,15,4,1
3045,258,2008,29,3,2
5219,258,2008,28,4,4
18235,259,2008,25,4,1
10855,259,2008,9,2,2
23878,260,2008,20,6,1
19106,260,2008,13,1,2
15198,261,2008,6,0,2
19974,261,2008,21,1,4
8688,262,2008,19,2,2
14330,262,2008,4,5,1
20405,263,2008,21,2,2
24313,263,2008,30,4,1
8255,264,2008,22,2,1
11294,264,2008,7,1,2
1313,265,2008,17,3,2
7,265,2008,10,6,1
6083,266,2008,2,4,3
23009,266,2008,24,5,1
17368,267,2008,26,2,2
3917,267,2008,27,3,1
4780,268,2008,12,3,2
18236,268,2008,25,4,4
21274,269,2008,8,0,2
5220,269,2008,28,6,1
12157,270,2008,14,2,2
13463,270,2008,23,3,1
1745,271,2008,5,1,2
17802,271,2008,26,4,1
19538,272,2008,13,0,2
3046,273,2008,29,6,1
6951,273,2008,1,1,2
10856,274,2008,9,0,2
12158,274,2008,14,1,1
9990,275,2008,3,3,1
16501,275,2008,15,2,2
11295,276,2008,7,2,2
23879,276,2008,20,5,1
15199,277,2008,6,6,1
24314,277,2008,30,2,2
19539,278,2008,13,2,1
7822,278,2008,22,1,2
6084,279,2008,2,5,1
16066,279,2008,31,3,2
20406,280,2008,21,1,2
21706,280,2008,11,3,1
20840,281,2008,8,1,1
1314,281,2008,17,0,2
2178,282,2008,5,7,1
13896,282,2008,4,4,2
9555,283,2008,3,3,4
23010,283,2008,24,2,2
10428,284,2008,9,6,1
4781,284,2008,12,2,2
18237,285,2008,25,4,1
13464,285,2008,23,3,3
5649,286,2008,28,1,2
8,286,2008,10,2,4
9125,287,2008,19,3,1
3477,287,2008,27,0,2
15634,288,2008,31,5,4
16935,288,2008,15,4,2
6952,289,2008,1,1,2
24746,289,2008,30,4,1
21707,290,2008,11,1,2
15200,290,2008,6,4,1
23445,291,2008,20,3,3
3047,292,2008,29,3,1
874,292,2008,17,0,2
2179,293,2008,5,2,2
3478,293,2008,27,4,1
12159,294,2008,14,2,1
18672,294,2008,25,1,2
22578,295,2008,24,1,2
9991,295,2008,3,2,1
7823,296,2008,22,4,1
11725,296,2008,7,3,2
6953,297,2008,1,1,2
22146,297,2008,11,4,1
20407,298,2008,21,5,4
14764,298,2008,6,4,2
13897,299,2008,4,4,1
9126,299,2008,19,2,2
3479,300,2008,27,2,2
17803,300,2008,26,4,1
4351,301,2008,12,6,1
19540,301,2008,13,3,2
7824,302,2008,22,5,1
16936,302,2008,15,2,2
9,303,2008,10,1,2
3048,303,2008,29,2,1
16067,304,2008,31,3,1
9556,304,2008,3,0,2
14765,305,2008,6,4,1
24747,305,2008,30,2,2
1746,306,2008,5,4,1
12595,306,2008,14,1,2
21275,307,2008,8,4,1
875,307,2008,17,1,2
13465,308,2008,23,1,2
10429,308,2008,9,2,1
18238,309,2008,25,2,1
23880,309,2008,20,1,2
11726,310,2008,7,1,2
6085,311,2008,2,2,1
22147,311,2008,11,1,2
6954,312,2008,1,3,1
20408,312,2008,21,2,2
23011,313,2008,24,3,1
15635,313,2008,31,2,2
13029,314,2008,23,6,4
3918,314,2008,27,5,2
446,315,2008,10,3,2
20841,315,2008,8,4,4
10430,316,2008,9,3,1
14331,317,2008,4,2,1
12160,317,2008,14,1,2
1747,318,2008,5,2,2
17804,318,2008,26,4,1
23446,319,2008,20,3,2
19541,319,2008,13,4,1
3049,320,2008,29,3,1
8689,320,2008,19,1,2
8256,321,2008,22,3,4
18239,321,2008,25,2,2
16502,322,2008,15,4,1
24748,322,2008,30,0,2
11296,323,2008,7,4,1
4782,323,2008,12,3,3
14766,324,2008,6,1,2
9992,324,2008,3,3,1
16937,325,2008,15,3,4
15636,325,2008,31,2,2
21708,326,2008,11,5,1
7388,326,2008,1,2,2
6086,327,2008,2,2,2
20409,327,2008,21,3,4
2180,328,2008,5,0,2
17369,328,2008,26,3,1
24315,329,2008,30,4,1
23012,329,2008,24,3,2
12596,330,2008,14,2,1
13898,330,2008,4,1,2
3919,331,2008,27,3,2
4352,331,2008,12,4,1
8690,332,2008,19,1,2
21276,332,2008,8,5,1
13466,333,2008,23,5,1
876,334,2008,17,2,1
5650,334,2008,28,1,2
23881,335,2008,20,2,2
10431,335,2008,9,3,1
11727,336,2008,7,5,1
19107,336,2008,13,2,2
877,337,2008,17,2,2
447,337,2008,10,3,1
18673,338,2008,25,2,2
2614,338,2008,29,3,1
21709,339,2008,11,0,2
9993,339,2008,3,3,1
6087,340,2008,2,0,2
15201,340,2008,6,2,1
20410,341,2008,21,3,1
16503,341,2008,15,1,2
2615,342,2008,29,3,1
12597,342,2008,14,2,3
4783,343,2008,12,3,2
13899,343,2008,4,6,1
17370,344,2008,26,3,1
11728,344,2008,7,1,2
21710,345,2008,11,3,2
16068,345,2008,31,5,1
1748,346,2008,5,4,4
9127,346,2008,19,3,2
10,347,2008,10,0,2
15202,347,2008,6,4,1
17805,348,2008,26,3,2
9557,348,2008,3,4,1
19542,349,2008,13,1,2
4353,349,2008,12,3,1
6521,350,2008,2,5,1
23447,350,2008,20,1,2
19975,351,2008,21,2,2
7389,351,2008,1,4,1
24749,352,2008,30,3,1
20842,352,2008,8,1,2
2616,353,2008,29,2,2
10857,353,2008,9,4,1
3480,354,2008,27,2,2
12598,354,2008,14,3,4
5651,355,2008,28,2,2
878,355,2008,17,3,4
7825,356,2008,22,2,4
11729,356,2008,7,1,2
8691,357,2008,19,4,1
22148,358,2008,11,1,2
11,358,2008,10,4,1
23448,359,2008,20,2,2
16069,359,2008,31,4,1
8257,360,2008,22,3,2
13900,360,2008,4,4,1
12161,361,2008,14,2,2
18674,361,2008,25,4,1
3920,362,2008,27,5,2
22579,362,2008,24,6,1
16504,363,2008,15,0,2
15203,363,2008,6,2,1
19543,364,2008,13,4,1
11297,364,2008,7,3,2
20843,365,2008,8,1,2
6522,365,2008,2,6,1
20411,366,2008,21,5,1
12,366,2008,10,1,2
9558,367,2008,3,2,3
24750,367,2008,30,3,1
1749,368,2008,5,0,2
10858,368,2008,9,4,1
13467,369,2008,23,4,1
2617,369,2008,29,1,2
6955,370,2008,1,2,2
5652,370,2008,28,3,1
19108,371,2008,13,1,2
17806,371,2008,26,8,1
16505,372,2008,15,4,1
22149,372,2008,11,3,3
20844,373,2008,8,2,2
16070,373,2008,31,3,1
11298,374,2008,7,2,1
8258,374,2008,22,1,2
6956,375,2008,1,5,1
1315,375,2008,17,2,2
22580,376,2008,24,5,4
2181,376,2008,5,4,2
12599,377,2008,14,0,2
3921,378,2008,27,2,2
18240,378,2008,25,5,1
2618,379,2008,29,4,1
4784,379,2008,12,1,2
9994,380,2008,3,3,1
6088,380,2008,2,1,2
23882,381,2008,20,4,1
13901,381,2008,4,1,2
13030,382,2008,23,2,2
9128,382,2008,19,4,1
448,383,2008,10,0,2
19976,383,2008,21,4,1
24751,384,2008,30,2,1
14767,384,2008,6,1,2
10859,385,2008,9,3,4
2619,386,2008,29,2,4
16938,386,2008,15,1,2
5221,387,2008,28,3,1
7390,387,2008,1,2,2
19977,388,2008,21,4,4
1316,388,2008,17,3,2
13902,389,2008,4,3,1
12600,389,2008,14,1,2
18675,390,2008,25,0,2
19109,390,2008,13,4,1
20845,391,2008,8,1,2
13468,391,2008,23,3,1
22150,392,2008,11,3,1
9559,392,2008,3,1,2
2182,393,2008,5,1,2
15637,393,2008,31,4,1
23883,394,2008,20,4,4
3481,394,2008,27,3,2
9129,395,2008,19,3,1
22581,395,2008,24,1,2
17371,396,2008,26,1,2
449,396,2008,10,4,1
12162,397,2008,14,3,2
6957,398,2008,1,4,2
16939,398,2008,15,5,1
6523,399,2008,2,2,2
14768,399,2008,6,3,1
3050,400,2008,29,2,2
5222,400,2008,28,3,1
20412,401,2008,21,2,2
13031,401,2008,23,4,1
8259,402,2008,22,4,2
3482,402,2008,27,5,1
4354,403,2008,12,3,1
24752,403,2008,30,1,2
10860,404,2008,9,4,1
13903,404,2008,4,3,3
21277,405,2008,8,4,1
879,405,2008,17,1,2
1750,406,2008,5,4,1
14332,406,2008,4,2,2
13032,407,2008,23,3,4
22151,407,2008,11,2,2
1317,408,2008,17,8,1
17372,408,2008,26,2,2
23013,409,2008,24,2,2
14769,409,2008,6,5,1
18676,410,2008,25,2,2
8692,410,2008,19,6,1
23884,411,2008,20,2,1
19110,411,2008,13,1,2
18241,412,2008,25,2,2
6524,413,2008,2,3,2
13,413,2008,10,5,1
7391,414,2008,1,2,1
4355,414,2008,12,1,2
3051,415,2008,29,2,2
3483,415,2008,27,4,1
24316,416,2008,30,0,2
16071,416,2008,31,5,1
9560,417,2008,3,4,1
20413,417,2008,21,3,2
8260,418,2008,22,3,1
12163,418,2008,14,0,2
10861,419,2008,9,3,1
11299,419,2008,7,2,2
21278,420,2008,8,0,2
5223,420,2008,28,1,1
16940,421,2008,15,1,2
24317,421,2008,30,2,1
1318,422,2008,17,2,2
20846,422,2008,8,4,1
2183,423,2008,5,1,2
19111,423,2008,13,5,1
23014,424,2008,24,4,1
14,424,2008,10,2,2
17373,425,2008,26,7,1
5653,425,2008,28,1,2
12164,426,2008,14,3,1
23885,426,2008,20,2,3
13904,427,2008,4,2,1
9130,427,2008,19,1,2
13033,428,2008,23,2,4
15204,428,2008,6,1,2
11730,429,2008,7,6,1
6525,430,2008,2,2,2
21711,430,2008,11,3,1
9561,431,2008,3,5,2
7392,431,2008,1,9,1
19112,432,2008,13,2,2
16072,432,2008,31,5,1
18677,433,2008,25,1,1
10432,433,2008,9,0,3
17807,434,2008,26,1,2
13905,434,2008,4,4,1
15,435,2008,10,4,1
16941,435,2008,15,3,3
19978,436,2008,21,4,3
3052,436,2008,29,5,1
14770,437,2008,6,2,2
1319,437,2008,17,4,1
15638,438,2008,31,2,1
23015,438,2008,24,1,2
23449,439,2008,20,1,2
9131,439,2008,19,6,1
10433,440,2008,9,2,2
11731,440,2008,7,3,1
8261,441,2008,22,1,2
21712,441,2008,11,2,4
23450,442,2008,20,3,4
2184,442,2008,5,2,2
13034,443,2008,23,2,2
4785,443,2008,12,8,1
24318,444,2008,30,1,2
5654,444,2008,28,4,1
19979,445,2008,21,5,4
9995,445,2008,3,4,2
14771,446,2008,6,3,1
450,446,2008,10,2,2
13906,447,2008,4,5,1
12165,448,2008,14,3,2
17808,448,2008,26,5,1
19544,449,2008,13,0,2
3484,449,2008,27,6,1
16942,450,2008,15,4,1
6958,450,2008,1,1,2
880,451,2008,17,3,2
6526,451,2008,2,6,1
11732,452,2008,7,5,1
18242,452,2008,25,4,3
14333,453,2008,4,1,2
10434,453,2008,9,3,1
881,454,2008,17,1,2
3053,454,2008,29,4,1
16073,455,2008,31,3,2
19980,455,2008,21,4,4
23016,456,2008,24,1,2
6959,456,2008,1,2,1
20847,457,2008,8,2,2
12601,457,2008,14,3,1
4786,458,2008,12,1,2
1751,458,2008,5,4,1
3485,459,2008,27,4,1
13469,459,2008,23,1,2
14772,460,2008,6,2,2
5655,460,2008,28,5,1
9996,461,2008,3,0,2
7826,461,2008,22,1,1
21713,462,2008,11,9,1
23886,462,2008,20,6,2
24319,463,2008,30,5,1
451,463,2008,10,2,2
8693,464,2008,19,4,1
21714,465,2008,11,4,1
19545,465,2008,13,3,2
11733,466,2008,7,3,2
17374,466,2008,26,5,1
16506,467,2008,15,0,2
14334,467,2008,4,2,1
17809,468,2008,26,3,1
6089,468,2008,2,1,2
7393,469,2008,1,3,1
22582,469,2008,24,1,2
16074,470,2008,31,5,1
7827,470,2008,22,2,2
20414,471,2008,21,2,4
14773,471,2008,6,1,2
1320,472,2008,17,1,2
24320,472,2008,30,2,1
8694,473,2008,19,1,2
2185,473,2008,5,4,1
20848,474,2008,8,4,1
10862,474,2008,9,1,2
13035,475,2008,23,3,1
12602,475,2008,14,2,2
3922,476,2008,27,7,1
4787,477,2008,12,5,2
19113,477,2008,13,6,4
2620,478,2008,29,4,1
5656,478,2008,28,2,2
11300,479,2008,7,3,1
23887,479,2008,20,2,2
452,480,2008,10,1,2
5224,480,2008,28,2,4
7828,481,2008,22,3,1
6527,481,2008,2,1,2
4356,482,2008,12,2,2
10863,482,2008,9,4,1
20849,483,2008,8,5,1
18678,483,2008,25,1,2
21715,484,2008,11,5,1
9997,484,2008,3,3,2
11301,485,2008,7,3,2
16075,485,2008,31,4,4
6960,486,2008,1,4,1
1321,486,2008,17,2,2
23451,487,2008,20,2,2
3486,488,2008,27,3,1
14335,488,2008,4,2,2
8695,489,2008,19,2,3
19546,489,2008,13,3,1
16943,490,2008,15,1,2
21716,490,2008,11,3,1
2621,491,2008,29,2,4
20415,491,2008,21,1,2
24753,492,2008,30,3,1
22583,492,2008,24,2,2
2186,493,2008,5,2,2
7829,493,2008,22,3,1
13036,494,2008,23,0,2
18679,494,2008,25,4,1
4788,495,2008,12,2,2
20850,495,2008,8,3,1
5657,496,2008,28,0,2
16,496,2008,10,2,1
10435,497,2008,9,0,2
15205,497,2008,6,5,1
6961,498,2008,1,1,3
453,498,2008,10,2,1
22584,499,2008,24,2,2
6528,499,2008,2,5,1
16076,500,2008,31,6,1
882,500,2008,17,2,2
12603,501,2008,14,1,2
17375,501,2008,26,2,1
3487,502,2008,27,2,2
14336,503,2008,4,4,2
13037,503,2008,23,5,4
19114,504,2008,13,4,2
8262,504,2008,22,5,1
18243,505,2008,25,3,2
24754,505,2008,30,6,1
20851,506,2008,8,3,4
5658,506,2008,28,2,2
15639,507,2008,31,2,2
9998,507,2008,3,3,1
8696,508,2008,19,1,2
23888,508,2008,20,2,1
15206,509,2008,6,3,1
2622,509,2008,29,2,2
1752,510,2008,5,5,1
11734,510,2008,7,2,2
4357,511,2008,12,2,2
17810,511,2008,26,3,1
16944,512,2008,15,2,1
883,512,2008,17,1,2
22152,513,2008,11,2,3
2623,513,2008,29,3,1
18244,514,2008,25,3,3
7394,514,2008,1,4,1
20416,515,2008,21,1,2
10436,515,2008,9,3,1
13470,516,2008,23,2,2
12166,516,2008,14,4,1
1753,517,2008,5,2,2
9562,518,2008,3,4,1
14337,518,2008,4,1,2
